,city,state,year,month,day,hour,minute,converted_timestamp
26402,Marine City,MI,2012,6,22,22,12,2012-06-22 22:12:00
26403,Grafton,WV,2012,6,22,22,30,2012-06-22 22:30:00
26404,Pittstown,NJ,2012,6,22,23,0,2012-06-22 23:00:00
26405,Spanish Fort,AL,2012,4,10,20,10,2012-04-10 20:10:00
26406,Galveston,TX,2012,4,10,20,15,2012-04-10 20:15:00
26407,Miami,FL,2012,4,10,20,51,2012-04-10 20:51:00
26408,Gaithersburg,MD,2012,4,10,22,30,2012-04-10 22:30:00
26409,Frostburg,MD,2012,4,10,22,30,2012-04-10 22:30:00
26410,Goshen,KY,2012,4,10,23,45,2012-04-10 23:45:00
26411,Dekalb,IL,2012,4,11,0,0,2012-04-11 00:00:00
26412,Nehalem,OR,2012,8,8,23,0,2012-08-08 23:00:00
26413,McAllen,TX,2012,8,8,23,0,2012-08-08 23:00:00
26414,West Orange,NJ,2012,8,8,23,5,2012-08-08 23:05:00
26415,Inwood,WV,2012,8,8,23,30,2012-08-08 23:30:00
26416,Washington,MD,2012,8,9,3,0,2012-08-09 03:00:00
26417,Lakewood,CO,2012,7,22,8,50,2012-07-22 08:50:00
26418,Torrance,CA,2012,7,22,20,40,2012-07-22 20:40:00
26419,Ripley,TN,2012,7,22,21,45,2012-07-22 21:45:00
26420,Frederick,MD,2012,7,22,22,30,2012-07-22 22:30:00
26421,Frederick,MD,2012,7,22,22,30,2012-07-22 22:30:00
26422,Quincy,CA,2012,7,22,23,0,2012-07-22 23:00:00
26423,Santa Barbara,CA,2012,10,19,19,15,2012-10-19 19:15:00
26424,Butler,MD,2012,10,19,19,15,2012-10-19 19:15:00
26425,Lockport,IL,2012,10,19,19,28,2012-10-19 19:28:00
26426,Burns,TN,2012,10,19,20,30,2012-10-19 20:30:00
26427,Katy,TX,2012,10,19,20,35,2012-10-19 20:35:00
26428,Dallas,TX,2012,10,19,21,0,2012-10-19 21:00:00
26429,Oklahoma City,OK,2012,10,19,21,40,2012-10-19 21:40:00
26430,Nashville,TN,2012,10,19,22,0,2012-10-19 22:00:00
26431,Seaside Park,NJ,2012,10,19,23,0,2012-10-19 23:00:00
26432,Fort Myers,FL,2012,9,15,4,0,2012-09-15 04:00:00
26433,Shartlesville,PA,2012,9,15,4,20,2012-09-15 04:20:00
26434,Huntsville,AL,2012,9,15,5,20,2012-09-15 05:20:00
26435,Colorado Springs,CO,2012,9,15,5,30,2012-09-15 05:30:00
26436,Scarborough,ME,2012,9,15,8,24,2012-09-15 08:24:00
26437,Phoenix,AZ,2012,9,15,15,30,2012-09-15 15:30:00
26438,Glendale,CA,2012,9,15,18,40,2012-09-15 18:40:00
26439,Theresa,NY,2012,9,15,19,0,2012-09-15 19:00:00
26440,Sebastopol,CA,2012,11,12,6,30,2012-11-12 06:30:00
26441,Raymore,MO,2012,11,12,12,15,2012-11-12 12:15:00
26442,Chantilly,VA,2012,11,12,18,30,2012-11-12 18:30:00
26443,Lynchburg,VA,2012,11,12,18,30,2012-11-12 18:30:00
26444,Clayton,NC,2012,11,12,18,50,2012-11-12 18:50:00
26445,Cotulla,TX,2012,11,12,18,55,2012-11-12 18:55:00
26446,Pittstown,NJ,2012,6,22,23,0,2012-06-22 23:00:00
26447,Fort Collins,CO,2012,11,12,20,0,2012-11-12 20:00:00
26448,Lancaster,PA,2012,11,12,19,26,2012-11-12 19:26:00
26449,Webster,NY,2012,6,22,23,0,2012-06-22 23:00:00
26450,Eden,WI,2012,6,22,23,15,2012-06-22 23:15:00
26451,Bloomington,IN,2012,6,22,23,30,2012-06-22 23:30:00
26452,Menomonie,WI,2012,6,22,23,30,2012-06-22 23:30:00
26453,Rome,NY,2012,6,23,0,0,2012-06-23 00:00:00
26454,Kearney,MO,2012,6,23,2,0,2012-06-23 02:00:00
26455,Camden,ME,2012,6,23,9,0,2012-06-23 09:00:00
26456,Tupelo,MS,2012,4,11,1,0,2012-04-11 01:00:00
26457,Omaha,NE,2012,4,11,8,20,2012-04-11 08:20:00
26458,Janesville,WI,2012,4,11,8,40,2012-04-11 08:40:00
26459,Haughton,LA,2012,4,11,11,10,2012-04-11 11:10:00
26460,Elkridge,MD,2012,4,11,20,0,2012-04-11 20:00:00
26461,Ames,IA,2012,4,11,20,0,2012-04-11 20:00:00
26462,Genoa,IL,2012,4,11,20,3,2012-04-11 20:03:00
26463,Seattle,WA,2012,8,9,9,3,2012-08-09 09:03:00
26464,Salem,OR,2012,8,9,15,0,2012-08-09 15:00:00
26465,Apopka,FL,2012,8,9,20,48,2012-08-09 20:48:00
26466,Dennis,MA,2012,8,9,21,20,2012-08-09 21:20:00
26467,San Diego,CA,2012,8,9,21,40,2012-08-09 21:40:00
26468,Pittsfield,ME,2012,8,9,22,0,2012-08-09 22:00:00
26469,Springfield,MA,2012,7,23,1,0,2012-07-23 01:00:00
26470,Ronan,MT,2012,7,23,4,15,2012-07-23 04:15:00
26471,Chantilly,VA,2012,7,23,9,45,2012-07-23 09:45:00
26472,Metamora,MI,2012,7,23,11,0,2012-07-23 11:00:00
26473,Pensacola,FL,2012,7,23,12,45,2012-07-23 12:45:00
26474,Las Vegas,NV,2012,7,23,13,31,2012-07-23 13:31:00
26475,Scottsdale,AZ,2012,10,19,23,25,2012-10-19 23:25:00
26476,Glendale,CA,2012,10,19,23,58,2012-10-19 23:58:00
26477,Faison,NC,2012,10,19,23,59,2012-10-19 23:59:00
26478,Apple Valley,CA,2012,10,20,0,0,2012-10-20 00:00:00
26479,Princeton,MN,2012,10,20,6,5,2012-10-20 06:05:00
26480,Brecksville,OH,2012,10,20,11,30,2012-10-20 11:30:00
26481,New York,NY,2012,10,20,17,30,2012-10-20 17:30:00
26482,Waukesha,WI,2012,9,15,19,45,2012-09-15 19:45:00
26483,Monroe Township,NJ,2012,9,15,20,0,2012-09-15 20:00:00
26484,Peoria,IL,2012,9,15,20,15,2012-09-15 20:15:00
26485,Canton,MI,2012,9,15,20,15,2012-09-15 20:15:00
26486,Davie,FL,2012,9,15,20,35,2012-09-15 20:35:00
26487,Peoria,IL,2012,9,15,21,0,2012-09-15 21:00:00
26488,Smithville,MO,2012,11,12,22,0,2012-11-12 22:00:00
26489,Lisbon,OH,2012,11,12,22,30,2012-11-12 22:30:00
26490,Muncie,IN,2012,11,13,0,25,2012-11-13 00:25:00
26491,North Woodstock,NH,2012,6,23,13,0,2012-06-23 13:00:00
26492,Ventura,CA,2012,6,23,20,10,2012-06-23 20:10:00
26493,Camden,ME,2012,6,23,21,0,2012-06-23 21:00:00
26494,North Babylon,NY,2012,6,23,21,15,2012-06-23 21:15:00
26495,Holly Springs,NC,2012,6,23,21,30,2012-06-23 21:30:00
26496,Middleton,WI,2012,4,11,20,22,2012-04-11 20:22:00
26497,Seneca,IL,2012,4,11,20,25,2012-04-11 20:25:00
26498,Kernersville,NC,2012,4,11,20,45,2012-04-11 20:45:00
26499,South Milwaukee,WI,2012,4,11,21,0,2012-04-11 21:00:00
26500,Oldsmar,FL,2012,4,11,21,30,2012-04-11 21:30:00
26501,Torrance,CA,2012,8,10,0,15,2012-08-10 00:15:00
26502,Seattle,WA,2012,8,10,2,0,2012-08-10 02:00:00
26503,Brownsville,TX,2012,8,10,6,0,2012-08-10 06:00:00
26504,Eden prairie,MN,2012,8,10,18,30,2012-08-10 18:30:00
26505,Gilbert,AZ,2012,8,10,20,50,2012-08-10 20:50:00
26506,New York,NY,2012,7,23,22,20,2012-07-23 22:20:00
26507,Lakeside,CA,2012,7,23,22,41,2012-07-23 22:41:00
26508,Chico,CA,2012,7,23,23,30,2012-07-23 23:30:00
26509,Adel,IA,2012,7,23,23,55,2012-07-23 23:55:00
26510,Corinth,MS,2012,7,24,12,24,2012-07-24 12:24:00
26511,Hampton,NH,2012,10,20,18,40,2012-10-20 18:40:00
26512,Jackson,WI,2012,10,20,19,0,2012-10-20 19:00:00
26513,Severn,MD,2012,10,20,19,0,2012-10-20 19:00:00
26514,Delhi,NY,2012,10,20,19,15,2012-10-20 19:15:00
26515,El Paso,TX,2012,10,20,19,20,2012-10-20 19:20:00
26516,Eau Claire,WI,2012,10,20,19,45,2012-10-20 19:45:00
26517,Elkhorn,WI,2012,9,15,21,0,2012-09-15 21:00:00
26518,Meridian,ID,2012,9,15,21,0,2012-09-15 21:00:00
26519,Chester,CT,2012,9,15,21,0,2012-09-15 21:00:00
26520,Naperville,IL,2012,9,15,21,5,2012-09-15 21:05:00
26521,Kalamazoo,MI,2012,9,15,21,14,2012-09-15 21:14:00
26522,Taylors,SC,2012,9,15,21,45,2012-09-15 21:45:00
26523,Seneca,KS,2012,9,15,22,0,2012-09-15 22:00:00
26524,Lake Arrowhead,CA,2012,11,13,2,30,2012-11-13 02:30:00
26525,Birmingham,AL,2012,11,13,5,37,2012-11-13 05:37:00
26526,Orlando,FL,2012,11,13,6,0,2012-11-13 06:00:00
26527,Florence,KY,2012,11,13,6,0,2012-11-13 06:00:00
26528,Concord,NH,2012,11,13,15,50,2012-11-13 15:50:00
26529,Buffalo,NY,2012,11,13,16,16,2012-11-13 16:16:00
26530,Orlando,FL,2012,11,13,17,10,2012-11-13 17:10:00
26531,Winchester,VA,2012,11,13,16,45,2012-11-13 16:45:00
26532,Downey,CA,2012,6,23,21,30,2012-06-23 21:30:00
26533,Bridgman,MI,2012,6,23,21,30,2012-06-23 21:30:00
26534,North Adams,MA,2012,6,23,21,45,2012-06-23 21:45:00
26535,Cincinnati,OH,2012,6,23,21,58,2012-06-23 21:58:00
26536,Duluth,MN,2012,6,23,22,0,2012-06-23 22:00:00
26537,South Wales,NY,2012,6,23,22,0,2012-06-23 22:00:00
26538,Norwalk,CA,2012,6,23,22,10,2012-06-23 22:10:00
26539,Sewell,NJ,2012,6,23,22,11,2012-06-23 22:11:00
26540,North Royalton,OH,2012,6,23,22,30,2012-06-23 22:30:00
26541,Reinbeck,IA,2012,4,11,21,40,2012-04-11 21:40:00
26542,Nashville,TN,2012,4,11,21,45,2012-04-11 21:45:00
26543,Casselton,ND,2012,4,11,21,58,2012-04-11 21:58:00
26544,Connersville,IN,2012,4,11,22,7,2012-04-11 22:07:00
26545,Saint Charles,MO,2012,4,11,22,30,2012-04-11 22:30:00
26546,Clarksburg,MD,2012,4,11,23,0,2012-04-11 23:00:00
26547,Honolulu,HI,2012,4,11,23,0,2012-04-11 23:00:00
26548,Covina,CA,2012,4,12,9,0,2012-04-12 09:00:00
26549,Evansville,IN,2012,8,10,21,0,2012-08-10 21:00:00
26550,Santa Barbara,CA,2012,8,10,21,15,2012-08-10 21:15:00
26551,Rancho Santa Margarita,CA,2012,8,10,21,30,2012-08-10 21:30:00
26552,Eden Prairie,MN,2012,8,10,21,30,2012-08-10 21:30:00
26553,Wenatchee,WA,2012,8,10,21,40,2012-08-10 21:40:00
26554,San Jose,CA,2012,8,10,21,50,2012-08-10 21:50:00
26555,San Diego,CA,2012,8,10,22,0,2012-08-10 22:00:00
26556,Hohenwald,TN,2012,8,10,22,10,2012-08-10 22:10:00
26557,Thompson Falls,MT,2012,8,10,22,48,2012-08-10 22:48:00
26558,Cuyahoga Falls,OH,2012,7,24,21,45,2012-07-24 21:45:00
26559,Ogden,UT,2012,7,24,22,0,2012-07-24 22:00:00
26560,Oxnard,CA,2012,7,24,22,30,2012-07-24 22:30:00
26561,Staten Island,NY,2012,7,24,22,30,2012-07-24 22:30:00
26562,East Palestine,OH,2012,7,24,23,40,2012-07-24 23:40:00
26563,Columbus,OH,2012,7,25,0,0,2012-07-25 00:00:00
26564,Kingsport,TN,2012,10,20,20,0,2012-10-20 20:00:00
26565,Sierra Vista,AZ,2012,10,20,20,7,2012-10-20 20:07:00
26566,Jackson,WI,2012,10,20,20,30,2012-10-20 20:30:00
26567,Gilbert,AZ,2012,10,20,20,30,2012-10-20 20:30:00
26568,Gilbert,AZ,2012,10,20,21,15,2012-10-20 21:15:00
26569,South Jordan,UT,2012,10,20,22,20,2012-10-20 22:20:00
26570,Glendale,AZ,2012,10,20,22,30,2012-10-20 22:30:00
26571,Cumberland,MD,2012,10,20,22,30,2012-10-20 22:30:00
26572,Lexington,SC,2012,10,20,22,45,2012-10-20 22:45:00
26573,Darlington,SC,2012,9,15,22,0,2012-09-15 22:00:00
26574,Chicago,IL,2012,9,15,23,0,2012-09-15 23:00:00
26575,Redwood City,CA,2012,9,15,23,30,2012-09-15 23:30:00
26576,Wildomar,CA,2012,9,16,0,11,2012-09-16 00:11:00
26577,Fountain Valley,CA,2012,9,16,1,0,2012-09-16 01:00:00
26578,Reno,NV,2012,9,16,5,10,2012-09-16 05:10:00
26579,Lewistown,MT,2012,11,13,18,0,2012-11-13 18:00:00
26580,Southington,CT,2012,11,13,18,30,2012-11-13 18:30:00
26581,Lemon Grove,CA,2012,11,13,18,30,2012-11-13 18:30:00
26582,Novinger,MO,2012,11,13,18,30,2012-11-13 18:30:00
26583,Sebastopol,CA,2012,11,13,19,0,2012-11-13 19:00:00
26584,Portsmouth,NH,2012,11,13,19,15,2012-11-13 19:15:00
26585,Webster,MA,2012,11,13,19,36,2012-11-13 19:36:00
26586,Katy,TX,2012,11,13,19,55,2012-11-13 19:55:00
26587,Columbus,OH,2012,11,13,20,30,2012-11-13 20:30:00
26588,Lima,OH,2012,6,23,22,30,2012-06-23 22:30:00
26589,Ypsilanti,MI,2012,6,23,22,30,2012-06-23 22:30:00
26590,Staten Island,NY,2012,6,23,22,30,2012-06-23 22:30:00
26591,Ashtabula,OH,2012,6,23,22,30,2012-06-23 22:30:00
26592,Highwood,IL,2012,6,23,22,51,2012-06-23 22:51:00
26593,Aurora,IL,2012,6,23,23,0,2012-06-23 23:00:00
26594,Hoosick,NY,2012,6,23,23,0,2012-06-23 23:00:00
26595,Buffalo,NY,2012,4,12,19,0,2012-04-12 19:00:00
26596,Lakewood,NJ,2012,4,12,20,0,2012-04-12 20:00:00
26597,Norfolk,VA,2012,4,12,20,15,2012-04-12 20:15:00
26598,Palm Springs,CA,2012,4,12,21,0,2012-04-12 21:00:00
26599,Seal Cove,ME,2012,4,12,21,0,2012-04-12 21:00:00
26600,Lynchburg,TN,2012,4,12,21,20,2012-04-12 21:20:00
26601,Thompson Falls,MT,2012,8,10,22,48,2012-08-10 22:48:00
26602,Louisville,KY,2012,8,10,23,0,2012-08-10 23:00:00
26603,Franklin,TN,2012,8,10,23,30,2012-08-10 23:30:00
26604,Austin,TX,2012,8,11,0,33,2012-08-11 00:33:00
26605,Russellville,AR,2012,8,11,1,56,2012-08-11 01:56:00
26606,Anchorage,AK,2012,7,25,1,15,2012-07-25 01:15:00
26607,Chicago,IL,2012,7,25,2,15,2012-07-25 02:15:00
26608,Chicago,IL,2012,7,25,2,15,2012-07-25 02:15:00
26609,Fairless Hills,PA,2012,7,25,3,56,2012-07-25 03:56:00
26610,King George,VA,2012,7,25,6,25,2012-07-25 06:25:00
26611,Bedford,IN,2012,7,25,11,30,2012-07-25 11:30:00
26612,Middletown,CT,2012,7,25,16,0,2012-07-25 16:00:00
26613,Albany,OR,2012,7,25,20,10,2012-07-25 20:10:00
26614,Anchorage,AK,2012,10,20,23,0,2012-10-20 23:00:00
26615,Morris,IL,2012,10,21,0,5,2012-10-21 00:05:00
26616,North Las Vegas,NV,2012,10,21,2,0,2012-10-21 02:00:00
26617,Decatur,AL,2012,10,21,2,0,2012-10-21 02:00:00
26618,New Bern,NC,2012,10,21,3,0,2012-10-21 03:00:00
26619,Sarasota,FL,2012,10,21,3,40,2012-10-21 03:40:00
26620,Stewartsville,NJ,2012,10,21,5,30,2012-10-21 05:30:00
26621,Turner,ME,2012,10,21,5,30,2012-10-21 05:30:00
26622,Carlsbad,NM,2012,9,16,10,0,2012-09-16 10:00:00
26623,San Jose,CA,2012,9,16,15,55,2012-09-16 15:55:00
26624,Milford,CT,2012,9,16,20,8,2012-09-16 20:08:00
26625,Lincoln City,OR,2012,9,16,21,0,2012-09-16 21:00:00
26626,Lincoln City,OR,2012,9,16,21,10,2012-09-16 21:10:00
26627,Oakland,CA,2012,9,16,22,0,2012-09-16 22:00:00
26628,Enfield,CT,2012,11,13,20,40,2012-11-13 20:40:00
26629,Kingsport,TN,2012,11,13,21,20,2012-11-13 21:20:00
26630,West point,GA,2012,11,13,21,30,2012-11-13 21:30:00
26631,Muscle Shoals,AL,2012,11,13,22,0,2012-11-13 22:00:00
26632,Clarksdale,MS,2012,11,13,23,0,2012-11-13 23:00:00
26633,Chesapeake,VA,2012,11,14,3,53,2012-11-14 03:53:00
26634,Mission Viejo,CA,2012,11,14,5,0,2012-11-14 05:00:00
26635,La Porte,IN,2012,11,14,5,45,2012-11-14 05:45:00
26636,Wrightsville Beach,NC,2012,6,23,23,0,2012-06-23 23:00:00
26637,Kingsport,TN,2012,6,23,23,9,2012-06-23 23:09:00
26638,Santa Rosa,CA,2012,6,23,23,15,2012-06-23 23:15:00
26639,Santa Rosa,CA,2012,6,23,23,16,2012-06-23 23:16:00
26640,Twin Falls,ID,2012,6,23,23,20,2012-06-23 23:20:00
26641,Bloomfield hills,MI,2012,6,23,23,45,2012-06-23 23:45:00
26642,Nanticoke,PA,2012,6,24,0,0,2012-06-24 00:00:00
26643,Saint Amant,LA,2012,4,13,20,26,2012-04-13 20:26:00
26644,Huntertown,IN,2012,4,13,22,0,2012-04-13 22:00:00
26645,St. Petersburg,FL,2012,4,13,23,30,2012-04-13 23:30:00
26646,Lake Villa,IL,2012,4,14,19,0,2012-04-14 19:00:00
26647,Wyoming,MI,2012,4,14,11,15,2012-04-14 11:15:00
26648,McCaysville,GA,2012,4,14,19,0,2012-04-14 19:00:00
26649,Amarillo,TX,2012,4,14,20,0,2012-04-14 20:00:00
26650,Ben Lomond,CA,2012,4,14,21,30,2012-04-14 21:30:00
26651,Victorville,CA,2012,8,11,4,35,2012-08-11 04:35:00
26652,Albany,OR,2012,8,11,10,0,2012-08-11 10:00:00
26653,Laconia,NH,2012,8,11,11,0,2012-08-11 11:00:00
26654,Portland,OR,2012,8,11,11,45,2012-08-11 11:45:00
26655,Bartlett,IL,2012,8,11,16,50,2012-08-11 16:50:00
26656,Indialantic,FL,2012,7,25,21,0,2012-07-25 21:00:00
26657,Safford,AZ,2012,7,25,21,0,2012-07-25 21:00:00
26658,Playa Del Rey,CA,2012,7,25,21,10,2012-07-25 21:10:00
26659,Kure Beach,NC,2012,7,25,22,0,2012-07-25 22:00:00
26660,Clarence,MO,2012,7,25,22,0,2012-07-25 22:00:00
26661,York Beach,ME,2012,7,25,22,15,2012-07-25 22:15:00
26662,Wilmington,DE,2012,7,25,22,15,2012-07-25 22:15:00
26663,Wyoming,MI,2012,10,21,7,25,2012-10-21 07:25:00
26664,Edgewater,FL,2012,10,21,7,55,2012-10-21 07:55:00
26665,Lawrenceville,GA,2012,10,21,14,40,2012-10-21 14:40:00
26666,Anchorage,AK,2012,10,21,18,30,2012-10-21 18:30:00
26667,Milford,CT,2012,10,21,19,6,2012-10-21 19:06:00
26668,Palm Bay,FL,2012,10,21,19,23,2012-10-21 19:23:00
26669,State College,PA,2012,10,21,21,15,2012-10-21 21:15:00
26670,Brazil,IN,2012,10,21,21,38,2012-10-21 21:38:00
26671,Atlanta,GA,2012,10,21,22,0,2012-10-21 22:00:00
26672,Davie,FL,2012,9,17,3,0,2012-09-17 03:00:00
26673,Germantown,MD,2012,9,17,6,15,2012-09-17 06:15:00
26674,Woodland,WA,2012,9,17,8,45,2012-09-17 08:45:00
26675,Saint Paul,MN,2012,9,17,14,30,2012-09-17 14:30:00
26676,Dryden,NY,2012,9,17,19,0,2012-09-17 19:00:00
26677,Bangor,ME,2012,9,17,20,30,2012-09-17 20:30:00
26678,Tacoma,WA,2012,9,17,20,45,2012-09-17 20:45:00
26679,Atlantic Highlands,NJ,2012,9,17,21,0,2012-09-17 21:00:00
26680,Chesapeake,VA,2012,11,14,15,53,2012-11-14 15:53:00
26681,Vancouver,WA,2012,11,14,17,30,2012-11-14 17:30:00
26682,Cape Coral,FL,2012,11,14,17,30,2012-11-14 17:30:00
26683,Allenwood,NJ,2012,11,14,17,30,2012-11-14 17:30:00
26684,Vancouver,WA,2012,11,14,17,30,2012-11-14 17:30:00
26685,Otis,OR,2012,11,14,18,0,2012-11-14 18:00:00
26686,Taunton,MA,2012,11,14,18,1,2012-11-14 18:01:00
26687,Vancouver,WA,2012,11,14,18,30,2012-11-14 18:30:00
26688,Danville,OH,2012,11,14,19,0,2012-11-14 19:00:00
26689,Collierville,TN,1997,6,20,23,0,1997-06-20 23:00:00
26690,Madison,WI,2009,10,5,1,45,2009-10-05 01:45:00
26691,Springfield,MO,2012,6,24,0,2,2012-06-24 00:02:00
26692,Milwaukee,WI,2012,6,24,0,24,2012-06-24 00:24:00
26693,Ballwin,MO,2012,6,24,0,50,2012-06-24 00:50:00
26694,Ballwin,MO,2012,6,24,2,30,2012-06-24 02:30:00
26695,Lake Isabella,CA,2012,6,24,2,30,2012-06-24 02:30:00
26696,Bolivar,MO,2012,6,24,3,15,2012-06-24 03:15:00
26697,Beverly,MA,2012,6,24,4,0,2012-06-24 04:00:00
26698,Athens,TN,2012,6,24,4,30,2012-06-24 04:30:00
26699,Harlan,KY,2012,4,14,21,50,2012-04-14 21:50:00
26700,North Wilkesboro,NC,2012,4,14,23,15,2012-04-14 23:15:00
26701,Austin,TX,2012,4,15,2,0,2012-04-15 02:00:00
26702,Merritt Island,FL,2012,4,15,3,23,2012-04-15 03:23:00
26703,Bohemia,NY,2012,4,15,14,0,2012-04-15 14:00:00
26704,johnson city,TN,2012,4,15,20,0,2012-04-15 20:00:00
26705,Wichita,KS,2012,4,15,20,45,2012-04-15 20:45:00
26706,Bradenton,FL,2012,4,15,22,30,2012-04-15 22:30:00
26707,Peoria,IL,2012,8,11,20,0,2012-08-11 20:00:00
26708,Prescott,AZ,2012,8,11,20,0,2012-08-11 20:00:00
26709,Altoona,IA,2012,8,11,20,46,2012-08-11 20:46:00
26710,Orlando,FL,2012,8,11,21,0,2012-08-11 21:00:00
26711,Renton,WA,2012,8,11,21,15,2012-08-11 21:15:00
26712,Bartlett,IL,2012,8,11,21,30,2012-08-11 21:30:00
26713,Old Lyme,CT,2012,8,11,21,40,2012-08-11 21:40:00
26714,Lake Stevens,WA,2012,7,25,22,30,2012-07-25 22:30:00
26715,Marion,LA,2012,7,25,22,30,2012-07-25 22:30:00
26716,Elkins,AR,2012,7,26,0,14,2012-07-26 00:14:00
26717,Puyallup,WA,2012,7,26,1,30,2012-07-26 01:30:00
26718,Cornelius,OR,2012,7,26,1,45,2012-07-26 01:45:00
26719,Slidell,LA,2012,7,26,2,45,2012-07-26 02:45:00
26720,Grand Bay,AL,2012,7,26,3,30,2012-07-26 03:30:00
26721,Centereach,NY,2012,7,26,19,0,2012-07-26 19:00:00
26722,Bryant,AR,2012,7,26,19,35,2012-07-26 19:35:00
26723,Seguin,TX,2012,10,21,22,0,2012-10-21 22:00:00
26724,Surprise,AZ,2012,10,21,23,10,2012-10-21 23:10:00
26725,Cleveland,OH,2012,10,21,23,30,2012-10-21 23:30:00
26726,Cincinnati,OH,2012,10,22,0,5,2012-10-22 00:05:00
26727,Moseley,VA,2012,10,22,1,0,2012-10-22 01:00:00
26728,Carmine,TX,2012,9,17,21,0,2012-09-17 21:00:00
26729,Sumter,SC,2012,9,17,22,30,2012-09-17 22:30:00
26730,Buckeye,AZ,2012,9,18,0,0,2012-09-18 00:00:00
26731,Deer Park,WA,2012,9,18,3,29,2012-09-18 03:29:00
26732,Morral,OH,2012,9,18,6,35,2012-09-18 06:35:00
26733,Cedar Rapids,IA,2012,9,18,7,30,2012-09-18 07:30:00
26734,Tacoma,WA,2012,9,18,20,50,2012-09-18 20:50:00
26735,Graniteville,VT,2012,11,14,19,50,2012-11-14 19:50:00
26736,Bellingham,WA,2012,11,14,20,0,2012-11-14 20:00:00
26737,Orem,UT,2012,11,14,20,0,2012-11-14 20:00:00
26738,Union City,CA,2012,11,14,20,8,2012-11-14 20:08:00
26739,Union City,CA,2012,11,14,20,10,2012-11-14 20:10:00
26740,Hayden,ID,2012,11,14,20,30,2012-11-14 20:30:00
26741,Anchorage,AK,2012,11,14,21,0,2012-11-14 21:00:00
26742,Salt Lake City,UT,2012,11,14,21,15,2012-11-14 21:15:00
26743,West Jordan,UT,2012,11,14,21,20,2012-11-14 21:20:00
26744,Florence,MT,2012,7,15,15,0,2012-07-15 15:00:00
26745,East Helena,MT,2012,7,22,3,0,2012-07-22 03:00:00
26746,East Helena,MT,2012,7,23,4,0,2012-07-23 04:00:00
26747,Hoquiam,WA,2012,6,24,10,24,2012-06-24 10:24:00
26748,Bondurant,IA,2012,6,24,12,45,2012-06-24 12:45:00
26749,Gordo,AL,2012,6,24,15,0,2012-06-24 15:00:00
26750,Oakland,CA,2012,6,24,16,30,2012-06-24 16:30:00
26751,Smyrna,TN,2012,6,24,20,0,2012-06-24 20:00:00
26752,Sparks,NV,2012,6,24,20,10,2012-06-24 20:10:00
26753,Fulton,MO,2012,6,24,21,0,2012-06-24 21:00:00
26754,Oakland,CA,2012,4,16,18,0,2012-04-16 18:00:00
26755,Melbourne,FL,2012,4,16,22,4,2012-04-16 22:04:00
26756,Albuquerque,NM,2012,4,17,22,0,2012-04-17 22:00:00
26757,Cambridge City,IN,2012,4,17,22,0,2012-04-17 22:00:00
26758,Sherman Oaks,CA,2012,4,17,22,50,2012-04-17 22:50:00
26759,Las Vegas,NV,2012,4,17,23,0,2012-04-17 23:00:00
26760,Grand Bay,AL,2012,4,18,9,0,2012-04-18 09:00:00
26761,Niagara Falls,NY,2012,4,18,10,30,2012-04-18 10:30:00
26762,Enumclaw,WA,2012,8,11,21,45,2012-08-11 21:45:00
26763,Park City,UT,2012,8,11,21,45,2012-08-11 21:45:00
26764,Saugatuck,MI,2012,8,11,22,0,2012-08-11 22:00:00
26765,Seattle,WA,2012,8,11,22,0,2012-08-11 22:00:00
26766,Aurora,IL,2012,8,11,22,0,2012-08-11 22:00:00
26767,Union,MI,2012,8,11,22,1,2012-08-11 22:01:00
26768,Houghton Lake,MI,2012,8,11,22,5,2012-08-11 22:05:00
26769,Gobles,MI,2012,8,11,22,18,2012-08-11 22:18:00
26770,Burlington,NC,2012,7,26,21,0,2012-07-26 21:00:00
26771,Arcata,CA,2012,7,26,21,50,2012-07-26 21:50:00
26772,South Portland,ME,2012,7,26,22,0,2012-07-26 22:00:00
26773,Washington,MD,2012,7,26,22,30,2012-07-26 22:30:00
26774,Schneider,IN,2012,7,27,0,0,2012-07-27 00:00:00
26775,Stevensville,MD,2012,7,27,0,10,2012-07-27 00:10:00
26776,Des Moines,IA,2012,7,27,4,7,2012-07-27 04:07:00
26777,San Diego,CA,2012,7,27,7,0,2012-07-27 07:00:00
26778,Santa Ana,CA,2012,10,22,7,0,2012-10-22 07:00:00
26779,Decatur,GA,2012,10,22,7,11,2012-10-22 07:11:00
26780,Las Vegas,NV,2012,10,22,9,17,2012-10-22 09:17:00
26781,Jacksonville Beach,FL,2012,10,22,14,30,2012-10-22 14:30:00
26782,Batavia,OH,2012,10,22,17,30,2012-10-22 17:30:00
26783,Woburn,MA,2012,10,22,18,15,2012-10-22 18:15:00
26784,Wellsville,NY,2012,10,22,18,20,2012-10-22 18:20:00
26785,Charlottesville,VA,2012,10,22,18,30,2012-10-22 18:30:00
26786,Milford,DE,2012,10,22,19,45,2012-10-22 19:45:00
26787,Augusta,GA,2012,9,18,21,0,2012-09-18 21:00:00
26788,Greenwood,IN,2012,9,18,21,0,2012-09-18 21:00:00
26789,Knoxville,TN,2012,9,18,21,0,2012-09-18 21:00:00
26790,Hendersonville,TN,2012,9,18,21,10,2012-09-18 21:10:00
26791,Scottsville,KY,2012,9,18,21,30,2012-09-18 21:30:00
